what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457961761921
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1457961761966
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961772322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961777545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961792112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961798430
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1457961823177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961823193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961824815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.activateEditor",1457961825626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961829277
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1457961830587
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1457961830603
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1457961830618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961841387
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1457961842104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961844665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961846539
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1457961875109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961879310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961879481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961879653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961879778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961879981
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961880670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961880966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881606
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961881980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961882152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961882339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1457961882760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961885647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961887425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961888720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961901448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961903213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961904916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961911070
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1457961932794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961933964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961935088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961936510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961939071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961941336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961942288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961942522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961942740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961943816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961944347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961944737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961945252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1457961945595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457961949152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457961965097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457962046418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457962047685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024638230
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1458024645319
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458024653191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458024653230
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458024669676
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458024670940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024681579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024684341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024700036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024700043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024700487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024700625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024701428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024739447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024744321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024862389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024867543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024873074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024875039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024887021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458024892703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025946151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025950143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025962007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025966549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025966555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025966976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025967142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458025968131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458033690778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458033692464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458038509749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458038510402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105104317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105108051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105124318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105127844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105159881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105161363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105161472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105164347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105445916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458105446735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458107641165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458107641695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458109763258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458109764341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458110015053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458110015614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458119643432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458119652033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458119961688
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1458119976333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120004423
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1458120006970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120084306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120105230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120109787
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1458120109912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120113118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120201588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120201603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120220762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120227150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120234644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120253541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120260512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120357891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120357907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120362641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120407234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120407234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120408935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120432664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120436645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120528096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120528111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120528111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120530734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120534375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120565404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120633912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120633928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1458120633928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120636507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120637771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120653006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120660372
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458120683899
closed,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1458120683977
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1458120686762
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458120686840
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1458120688259
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1458120691091
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1458120699881
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1458120703346
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1458120703393
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1458120705093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120707717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120710525
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1458120710540
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458120716734
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1458120722652
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1458120722730
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1458120722808
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1458120722855
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1458120722902
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1458120723011
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1458120723058
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1458120793766
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1458120793766
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1458120793766
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1458120793766
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1458120793766
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1458120793766
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1458120793766
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1458120793766
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1458120793766
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1458120793782
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1458120793782
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1458120793782
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1458120793782
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1458120793782
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1458120793782
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1458120793782
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1458120793782
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1458120793782
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1458120793782
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1458120793782
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1458120793782
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1458120793782
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1458120793782
